dataset,classifier,sample_set,run_nr,threshold,lime_mean,lime_std,lime_var,shap_mean,shap_std,shap_var,ttest_statistic,p_value,interpretation
cicids17,CatBoost,general_idx,1,0.0,0.01538,0.0,0.0,0.27149,0.11449,0.01311,-70.73669,0.0,Significant difference
cicids17,CatBoost,general_idx,1,0.1,0.54898,0.11138,0.01241,0.85046,0.08611,0.00742,-66.21768,0.0,Significant difference
cicids17,CatBoost,general_idx,1,0.2,0.80712,0.09735,0.00948,0.9346,0.04099,0.00168,-37.85017,0.0,Significant difference
cicids17,CatBoost,general_idx,1,0.3,0.90242,0.06671,0.00445,0.95478,0.0262,0.00069,-23.1729,0.0,Significant difference
cicids17,CatBoost,general_idx,1,0.4,0.95197,0.04565,0.00208,0.969,0.01981,0.00039,-10.84775,0.0,Significant difference
cicids17,CatBoost,general_idx,1,0.5,0.97458,0.02961,0.00088,0.97683,0.01444,0.00021,-2.16083,0.03095,Significant difference
cicids17,CatBoost,general_idx,1,0.6,0.98103,0.01741,0.0003,0.97985,0.01075,0.00012,1.84022,0.06603,No significant difference
cicids17,CatBoost,general_idx,1,0.7,0.98297,0.0099,0.0001,0.98152,0.00812,7e-05,3.5583,0.00039,Significant difference
cicids17,CatBoost,general_idx,1,0.8,0.98392,0.0054,3e-05,0.98302,0.00527,3e-05,3.77893,0.00017,Significant difference
cicids17,CatBoost,general_idx,1,0.9,0.98443,0.00217,0.0,0.98398,0.00305,1e-05,3.73706,0.0002,Significant difference
cicids17,CatBoost,general_idx,2,0.0,0.01538,0.0,0.0,0.312,0.11404,0.01301,-82.25017,0.0,Significant difference
cicids17,CatBoost,general_idx,2,0.1,0.54498,0.10825,0.01172,0.83545,0.07016,0.00492,-70.42155,0.0,Significant difference
cicids17,CatBoost,general_idx,2,0.2,0.80725,0.09583,0.00918,0.92234,0.0413,0.00171,-34.8782,0.0,Significant difference
cicids17,CatBoost,general_idx,2,0.3,0.90251,0.06412,0.00411,0.95046,0.02559,0.00065,-21.63537,0.0,Significant difference
cicids17,CatBoost,general_idx,2,0.4,0.95166,0.04338,0.00188,0.9618,0.02073,0.00043,-6.56289,0.0,Significant difference
cicids17,CatBoost,general_idx,2,0.5,0.97538,0.02585,0.00067,0.97092,0.01611,0.00026,4.5502,1e-05,Significant difference
cicids17,CatBoost,general_idx,2,0.6,0.98125,0.0157,0.00025,0.97832,0.01141,0.00013,4.7389,0.0,Significant difference
cicids17,CatBoost,general_idx,2,0.7,0.98329,0.00855,7e-05,0.98122,0.00863,7e-05,5.33045,0.0,Significant difference
cicids17,CatBoost,general_idx,2,0.8,0.98392,0.00489,2e-05,0.98275,0.00639,4e-05,4.57052,1e-05,Significant difference
cicids17,CatBoost,general_idx,2,0.9,0.98442,0.00222,0.0,0.98377,0.00377,1e-05,4.62915,0.0,Significant difference
cicids17,CatBoost,general_idx,3,0.0,0.01538,0.0,0.0,0.28998,0.11807,0.01394,-73.54734,0.0,Significant difference
cicids17,CatBoost,general_idx,3,0.1,0.54891,0.111,0.01232,0.87702,0.07655,0.00586,-75.06493,0.0,Significant difference
cicids17,CatBoost,general_idx,3,0.2,0.80442,0.09938,0.00988,0.94005,0.04099,0.00168,-39.218,0.0,Significant difference
cicids17,CatBoost,general_idx,3,0.3,0.90102,0.06946,0.00482,0.9596,0.02431,0.00059,-24.86681,0.0,Significant difference
cicids17,CatBoost,general_idx,3,0.4,0.95085,0.04845,0.00235,0.96986,0.0181,0.00033,-11.41803,0.0,Significant difference
cicids17,CatBoost,general_idx,3,0.5,0.97458,0.02956,0.00087,0.97598,0.01493,0.00022,-1.33143,0.18335,No significant difference
cicids17,CatBoost,general_idx,3,0.6,0.98055,0.01897,0.00036,0.97957,0.01108,0.00012,1.39859,0.16224,No significant difference
cicids17,CatBoost,general_idx,3,0.7,0.98291,0.01076,0.00012,0.98126,0.00824,7e-05,3.78219,0.00016,Significant difference
cicids17,CatBoost,general_idx,3,0.8,0.98378,0.00606,4e-05,0.98282,0.00599,4e-05,3.58197,0.00036,Significant difference
cicids17,CatBoost,general_idx,3,0.9,0.98435,0.00252,1e-05,0.98377,0.00395,2e-05,3.94788,8e-05,Significant difference
cicids17,CatBoost,general_idx,4,0.0,0.01538,0.0,0.0,0.29948,0.10435,0.01089,-86.09363,0.0,Significant difference
cicids17,CatBoost,general_idx,4,0.1,0.54449,0.11273,0.01271,0.81148,0.07554,0.00571,-62.79482,0.0,Significant difference
cicids17,CatBoost,general_idx,4,0.2,0.80038,0.10579,0.01119,0.91163,0.04083,0.00167,-31.41164,0.0,Significant difference
cicids17,CatBoost,general_idx,4,0.3,0.89771,0.0761,0.00579,0.94698,0.02549,0.00065,-19.55573,0.0,Significant difference
cicids17,CatBoost,general_idx,4,0.4,0.94803,0.05559,0.00309,0.96178,0.01972,0.00039,-7.4015,0.0,Significant difference
cicids17,CatBoost,general_idx,4,0.5,0.97271,0.03737,0.0014,0.97017,0.01442,0.00021,2.00764,0.04495,Significant difference
cicids17,CatBoost,general_idx,4,0.6,0.97974,0.02095,0.00044,0.9762,0.01129,0.00013,4.74106,0.0,Significant difference
cicids17,CatBoost,general_idx,4,0.7,0.98215,0.01239,0.00015,0.98071,0.00805,6e-05,3.18318,0.0015,Significant difference
cicids17,CatBoost,general_idx,4,0.8,0.98351,0.00679,5e-05,0.98251,0.00597,4e-05,3.51935,0.00045,Significant difference
cicids17,CatBoost,general_idx,4,0.9,0.98411,0.00401,2e-05,0.98365,0.00404,2e-05,2.56086,0.01059,Significant difference
cicids17,CatBoost,general_idx,5,0.0,0.01538,0.0,0.0,0.27331,0.11833,0.014,-68.92647,0.0,Significant difference
cicids17,CatBoost,general_idx,5,0.1,0.54666,0.11066,0.01225,0.85842,0.07823,0.00612,-72.93953,0.0,Significant difference
cicids17,CatBoost,general_idx,5,0.2,0.80645,0.0993,0.00986,0.93603,0.04049,0.00164,-38.51467,0.0,Significant difference
cicids17,CatBoost,general_idx,5,0.3,0.90212,0.07079,0.00501,0.9566,0.02621,0.00069,-23.02363,0.0,Significant difference
cicids17,CatBoost,general_idx,5,0.4,0.95089,0.04823,0.00233,0.97043,0.01976,0.00039,-12.10231,0.0,Significant difference
cicids17,CatBoost,general_idx,5,0.5,0.97458,0.0302,0.00091,0.97725,0.01368,0.00019,-2.56709,0.0104,Significant difference
cicids17,CatBoost,general_idx,5,0.6,0.9804,0.0193,0.00037,0.97995,0.01038,0.00011,0.64426,0.51956,No significant difference
cicids17,CatBoost,general_idx,5,0.7,0.98271,0.01132,0.00013,0.98143,0.00826,7e-05,2.82868,0.00477,Significant difference
cicids17,CatBoost,general_idx,5,0.8,0.98378,0.00549,3e-05,0.98291,0.00552,3e-05,3.49478,0.0005,Significant difference
cicids17,CatBoost,general_idx,5,0.9,0.98431,0.00246,1e-05,0.98382,0.00368,1e-05,3.46964,0.00054,Significant difference
cicids17,CatBoost,general_idx,6,0.0,0.01538,0.0,0.0,0.28838,0.11714,0.01372,-73.7012,0.0,Significant difference
cicids17,CatBoost,general_idx,6,0.1,0.54477,0.11269,0.0127,0.85118,0.06587,0.00434,-73.65398,0.0,Significant difference
cicids17,CatBoost,general_idx,6,0.2,0.80048,0.10349,0.01071,0.92911,0.03945,0.00156,-36.84147,0.0,Significant difference
cicids17,CatBoost,general_idx,6,0.3,0.89955,0.07059,0.00498,0.95268,0.02559,0.00065,-22.66273,0.0,Significant difference
cicids17,CatBoost,general_idx,6,0.4,0.94914,0.05112,0.00261,0.96543,0.0191,0.00036,-9.53557,0.0,Significant difference
cicids17,CatBoost,general_idx,6,0.5,0.97323,0.03348,0.00112,0.97525,0.01589,0.00025,-1.73888,0.08236,No significant difference
cicids17,CatBoost,general_idx,6,0.6,0.98029,0.02043,0.00042,0.97951,0.01095,0.00012,1.09266,0.27481,No significant difference
cicids17,CatBoost,general_idx,6,0.7,0.98262,0.01232,0.00015,0.98117,0.0086,7e-05,3.08555,0.00209,Significant difference
cicids17,CatBoost,general_idx,6,0.8,0.98365,0.00743,6e-05,0.98242,0.00643,4e-05,4.02017,6e-05,Significant difference
cicids17,CatBoost,general_idx,6,0.9,0.98425,0.00369,1e-05,0.98365,0.00399,2e-05,3.53669,0.00042,Significant difference
cicids17,CatBoost,general_idx,7,0.0,0.01538,0.0,0.0,0.30128,0.1436,0.02062,-62.95951,0.0,Significant difference
cicids17,CatBoost,general_idx,7,0.1,0.55186,0.10798,0.01166,0.90711,0.07964,0.00634,-82.93556,0.0,Significant difference
cicids17,CatBoost,general_idx,7,0.2,0.80798,0.09891,0.00978,0.94412,0.04509,0.00203,-39.4093,0.0,Significant difference
cicids17,CatBoost,general_idx,7,0.3,0.90418,0.06843,0.00468,0.95892,0.02763,0.00076,-23.40093,0.0,Significant difference
cicids17,CatBoost,general_idx,7,0.4,0.95171,0.04843,0.00234,0.96629,0.01798,0.00032,-8.87078,0.0,Significant difference
cicids17,CatBoost,general_idx,7,0.5,0.97485,0.03099,0.00096,0.97314,0.01556,0.00024,1.55343,0.12064,No significant difference
cicids17,CatBoost,general_idx,7,0.6,0.98094,0.01796,0.00032,0.97817,0.0124,0.00015,3.95278,8e-05,Significant difference
cicids17,CatBoost,general_idx,7,0.7,0.98289,0.01068,0.00011,0.98057,0.00959,9e-05,5.04147,0.0,Significant difference
cicids17,CatBoost,general_idx,7,0.8,0.98378,0.00566,3e-05,0.98212,0.00757,6e-05,5.47776,0.0,Significant difference
cicids17,CatBoost,general_idx,7,0.9,0.98431,0.00265,1e-05,0.98343,0.00484,2e-05,4.96342,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.0,0.01538,0.0,0.0,0.32502,0.09949,0.0099,-98.4113,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.1,0.54275,0.11381,0.01295,0.77454,0.10975,0.01204,-45.55863,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.2,0.80351,0.10453,0.01093,0.88146,0.07047,0.00497,-19.48585,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.3,0.89954,0.07315,0.00535,0.92574,0.04988,0.00249,-9.33714,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.4,0.95011,0.05085,0.00259,0.95349,0.02807,0.00079,-1.85976,0.06321,No significant difference
cicids17,CatBoost,general_idx,8,0.5,0.97386,0.03127,0.00098,0.96542,0.01887,0.00036,7.24798,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.6,0.98012,0.01972,0.00039,0.97068,0.01526,0.00023,11.97349,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.7,0.98258,0.01142,0.00013,0.97351,0.01301,0.00017,16.7068,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.8,0.98357,0.00659,4e-05,0.97642,0.01153,0.00013,17.00751,0.0,Significant difference
cicids17,CatBoost,general_idx,8,0.9,0.9842,0.00338,1e-05,0.98034,0.00872,8e-05,13.11344,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.0,0.01538,0.0,0.0,0.28994,0.11174,0.01249,-77.69931,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.1,0.54898,0.11066,0.01224,0.75669,0.15981,0.02554,-34.31596,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.2,0.8052,0.09895,0.00979,0.87448,0.0961,0.00923,-16.03386,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.3,0.90149,0.06879,0.00473,0.92168,0.05788,0.00335,-7.08817,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.4,0.95134,0.04879,0.00238,0.9482,0.03412,0.00116,1.6706,0.09511,No significant difference
cicids17,CatBoost,general_idx,9,0.5,0.97398,0.03212,0.00103,0.95908,0.02418,0.00058,11.8624,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.6,0.98063,0.01965,0.00039,0.96632,0.01956,0.00038,16.30738,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.7,0.98289,0.01057,0.00011,0.97163,0.01668,0.00028,18.02155,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.8,0.98398,0.00422,2e-05,0.97603,0.01283,0.00016,18.55339,0.0,Significant difference
cicids17,CatBoost,general_idx,9,0.9,0.98438,0.00232,1e-05,0.98069,0.00817,7e-05,13.88656,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.0,0.01538,0.0,0.0,0.28509,0.12006,0.01441,-71.0404,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.1,0.54191,0.1162,0.0135,0.79429,0.1356,0.01839,-43.95671,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.2,0.80058,0.10925,0.01193,0.91148,0.06043,0.00365,-27.8674,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.3,0.89772,0.07695,0.00592,0.94828,0.03357,0.00113,-19.23599,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.4,0.94834,0.05479,0.003,0.95648,0.02561,0.00066,-4.34454,2e-05,Significant difference
cicids17,CatBoost,general_idx,10,0.5,0.97226,0.03685,0.00136,0.96406,0.01898,0.00036,6.3597,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.6,0.97974,0.02165,0.00047,0.97063,0.01469,0.00022,11.12364,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.7,0.98231,0.01276,0.00016,0.97545,0.01121,0.00013,12.46431,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.8,0.9834,0.00758,6e-05,0.97932,0.00811,7e-05,11.34802,0.0,Significant difference
cicids17,CatBoost,general_idx,10,0.9,0.98415,0.00334,1e-05,0.98232,0.00565,3e-05,8.70154,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.0,0.01538,0.0,0.0,0.15663,0.07125,0.00508,-62.69314,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.1,0.74309,0.02672,0.00071,0.66183,0.09766,0.00954,25.0034,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.2,0.94989,0.0151,0.00023,0.81828,0.07974,0.00636,51.14879,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.3,0.97134,0.00782,6e-05,0.88351,0.05744,0.0033,47.73334,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.4,0.98438,0.00386,1e-05,0.91837,0.04523,0.00205,45.94882,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.5,0.98445,0.00296,1e-05,0.94251,0.03718,0.00138,35.49906,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.6,0.98452,0.00182,0.0,0.95903,0.02886,0.00083,27.86986,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.7,0.98455,0.00138,0.0,0.97172,0.01914,0.00037,21.12915,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.8,0.9846,0.00049,0.0,0.97874,0.01053,0.00011,17.56844,0.0,Significant difference
cicids17,RandomForest,general_idx,1,0.9,0.98462,0.0,0.0,0.98208,0.00592,4e-05,13.56645,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.0,0.01538,0.0,0.0,0.16815,0.07036,0.00495,-68.66094,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.1,0.74438,0.02673,0.00071,0.64048,0.10215,0.01044,30.89037,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.2,0.95038,0.01532,0.00023,0.80314,0.08964,0.00804,51.15186,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.3,0.97128,0.00772,6e-05,0.87295,0.0636,0.00405,48.35345,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.4,0.98437,0.00429,2e-05,0.91326,0.04984,0.00248,44.82998,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.5,0.98446,0.00257,1e-05,0.93903,0.03998,0.0016,35.80092,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.6,0.98451,0.002,0.0,0.95982,0.02625,0.00069,29.61117,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.7,0.98455,0.00138,0.0,0.97098,0.01809,0.00033,23.62761,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.8,0.9846,0.00049,0.0,0.97735,0.01141,0.00013,20.05235,0.0,Significant difference
cicids17,RandomForest,general_idx,2,0.9,0.98462,0.0,0.0,0.98157,0.00683,5e-05,14.10717,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.0,0.01538,0.0,0.0,0.16398,0.07149,0.00511,-65.73287,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.1,0.74365,0.02647,0.0007,0.66466,0.10485,0.01099,23.00835,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.2,0.95015,0.01621,0.00026,0.81909,0.0853,0.00728,47.90246,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.3,0.97117,0.00754,6e-05,0.88451,0.06089,0.00371,44.68355,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.4,0.98432,0.00442,2e-05,0.92046,0.04919,0.00242,40.85241,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.5,0.98448,0.00243,1e-05,0.94405,0.03625,0.00131,35.14573,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.6,0.98452,0.00182,0.0,0.96017,0.0261,0.00068,29.4668,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.7,0.98454,0.00175,0.0,0.97249,0.01762,0.00031,21.55765,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.8,0.98458,0.00069,0.0,0.97925,0.00963,9e-05,17.50419,0.0,Significant difference
cicids17,RandomForest,general_idx,3,0.9,0.9846,0.00049,0.0,0.98242,0.00605,4e-05,11.36939,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.0,0.01538,0.0,0.0,0.16398,0.06879,0.00473,-68.30847,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.1,0.74342,0.02615,0.00068,0.66132,0.09966,0.00993,24.96054,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.2,0.95015,0.01578,0.00025,0.82046,0.08855,0.00784,45.52078,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.3,0.97111,0.00768,6e-05,0.88052,0.06174,0.00381,45.8214,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.4,0.98437,0.00418,2e-05,0.91763,0.0482,0.00232,43.5993,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.5,0.98443,0.00315,1e-05,0.93903,0.04044,0.00164,35.35319,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.6,0.98452,0.00182,0.0,0.95583,0.0321,0.00103,28.23445,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.7,0.98455,0.00138,0.0,0.96863,0.02265,0.00051,22.18788,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.8,0.9846,0.00049,0.0,0.9768,0.01324,0.00018,18.60386,0.0,Significant difference
cicids17,RandomForest,general_idx,4,0.9,0.98462,0.0,0.0,0.98169,0.00685,5e-05,13.49937,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.0,0.01538,0.0,0.0,0.17194,0.07551,0.0057,-65.56146,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.1,0.74462,0.02777,0.00077,0.67868,0.12066,0.01456,16.76991,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.2,0.95009,0.01552,0.00024,0.81905,0.08954,0.00802,45.55495,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.3,0.97112,0.00766,6e-05,0.88125,0.06402,0.0041,43.94256,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.4,0.98438,0.00386,1e-05,0.9196,0.04904,0.0024,41.604,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.5,0.98448,0.00279,1e-05,0.94134,0.03908,0.00153,34.76306,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.6,0.98452,0.00182,0.0,0.95928,0.0318,0.00101,25.03545,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.7,0.98455,0.00138,0.0,0.97118,0.02009,0.0004,20.98058,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.8,0.98458,0.00069,0.0,0.9774,0.01183,0.00014,19.13699,0.0,Significant difference
cicids17,RandomForest,general_idx,5,0.9,0.9846,0.00049,0.0,0.98146,0.0069,5e-05,14.33259,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.0,0.01538,0.0,0.0,0.1598,0.07038,0.00495,-64.89064,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.1,0.74508,0.02647,0.0007,0.65088,0.10732,0.01152,27.05241,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.2,0.95025,0.01575,0.00025,0.80618,0.08583,0.00737,51.90856,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.3,0.97131,0.00807,7e-05,0.87502,0.06287,0.00395,47.65083,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.4,0.98437,0.00418,2e-05,0.91657,0.04877,0.00238,43.70975,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.5,0.98445,0.00296,1e-05,0.9412,0.0352,0.00124,38.62453,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.6,0.98454,0.00175,0.0,0.95872,0.02409,0.00058,33.7852,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.7,0.98454,0.00175,0.0,0.97066,0.0162,0.00026,26.86233,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.8,0.98458,0.00097,0.0,0.97809,0.01035,0.00011,19.71071,0.0,Significant difference
cicids17,RandomForest,general_idx,6,0.9,0.9846,0.00049,0.0,0.98177,0.00643,4e-05,13.85692,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.0,0.01538,0.0,0.0,0.15745,0.06809,0.00464,-65.97257,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.1,0.74414,0.02654,0.0007,0.66782,0.11868,0.01408,19.62366,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.2,0.94998,0.01591,0.00025,0.81166,0.08861,0.00785,48.59279,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.3,0.97115,0.00793,6e-05,0.88034,0.06432,0.00414,44.03316,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.4,0.98437,0.00395,2e-05,0.91889,0.04832,0.00234,42.58886,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.5,0.98446,0.00283,1e-05,0.9434,0.03898,0.00152,33.15101,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.6,0.98454,0.00175,0.0,0.96322,0.02551,0.00065,26.35453,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.7,0.98455,0.00138,0.0,0.97309,0.01632,0.00027,22.15157,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.8,0.98458,0.00097,0.0,0.97817,0.01068,0.00011,18.88447,0.0,Significant difference
cicids17,RandomForest,general_idx,7,0.9,0.98462,0.0,0.0,0.98169,0.00681,5e-05,13.5681,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.0,0.01538,0.0,0.0,0.16369,0.07157,0.00512,-65.52512,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.1,0.74415,0.02733,0.00075,0.65485,0.11049,0.01221,24.82546,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.2,0.95011,0.01597,0.00025,0.81557,0.09204,0.00847,45.62696,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.3,0.97128,0.00816,7e-05,0.87938,0.06585,0.00434,43.5567,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.4,0.98437,0.00395,2e-05,0.91712,0.05039,0.00254,41.98966,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.5,0.98445,0.00296,1e-05,0.93971,0.04003,0.0016,35.14502,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.6,0.98452,0.00182,0.0,0.95646,0.02716,0.00074,32.53945,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.7,0.98455,0.00138,0.0,0.96808,0.01744,0.0003,29.68981,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.8,0.9846,0.00049,0.0,0.97703,0.01093,0.00012,21.86251,0.0,Significant difference
cicids17,RandomForest,general_idx,8,0.9,0.9846,0.00049,0.0,0.98138,0.00678,5e-05,14.94709,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.0,0.01538,0.0,0.0,0.17674,0.071,0.00504,-71.86402,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.1,0.74231,0.0272,0.00074,0.68803,0.11111,0.01234,14.98489,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.2,0.94968,0.01471,0.00022,0.83194,0.08733,0.00763,42.47012,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.3,0.97126,0.00774,6e-05,0.88891,0.06207,0.00385,41.87821,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.4,0.98438,0.00386,1e-05,0.92045,0.0477,0.00228,42.22096,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.5,0.98445,0.00296,1e-05,0.94182,0.03925,0.00154,34.22001,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.6,0.98452,0.00182,0.0,0.95855,0.02941,0.00086,27.89295,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.7,0.98455,0.00138,0.0,0.97068,0.02024,0.00041,21.71055,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.8,0.9846,0.00049,0.0,0.97774,0.01175,0.00014,18.42929,0.0,Significant difference
cicids17,RandomForest,general_idx,9,0.9,0.98462,0.0,0.0,0.98146,0.0072,5e-05,13.84648,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.0,0.01538,0.0,0.0,0.18789,0.07525,0.00566,-72.49515,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.1,0.7436,0.02621,0.00069,0.68874,0.12375,0.01531,13.6706,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.2,0.95025,0.01542,0.00024,0.82788,0.09045,0.00818,42.12682,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.3,0.97109,0.00723,5e-05,0.88725,0.06224,0.00387,42.2263,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.4,0.9844,0.00357,1e-05,0.92177,0.04908,0.00241,40.29278,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.5,0.98446,0.00283,1e-05,0.94295,0.03996,0.0016,32.72385,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.6,0.98454,0.00175,0.0,0.961,0.02802,0.00078,26.54386,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.7,0.98455,0.00138,0.0,0.97254,0.01762,0.00031,21.54244,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.8,0.9846,0.00049,0.0,0.97785,0.01076,0.00012,19.81644,0.0,Significant difference
cicids17,RandomForest,general_idx,10,0.9,0.98462,0.0,0.0,0.98162,0.00676,5e-05,14.0303,0.0,Significant difference
cicids17,XGBoost,general_idx,1,0.0,0.01538,0.0,0.0,0.34671,0.12411,0.0154,-84.41935,0.0,Significant difference
cicids17,XGBoost,general_idx,1,0.1,0.26085,0.06224,0.00387,0.81674,0.09324,0.00869,-155.78461,0.0,Significant difference
cicids17,XGBoost,general_idx,1,0.2,0.47768,0.08448,0.00714,0.9192,0.04706,0.00221,-143.61293,0.0,Significant difference
cicids17,XGBoost,general_idx,1,0.3,0.64855,0.0883,0.0078,0.95026,0.02819,0.00079,-102.9396,0.0,Significant difference
cicids17,XGBoost,general_idx,1,0.4,0.77182,0.07665,0.00588,0.96226,0.02242,0.0005,-74.73956,0.0,Significant difference
cicids17,XGBoost,general_idx,1,0.5,0.85332,0.06084,0.0037,0.97032,0.01633,0.00027,-58.93113,0.0,Significant difference
cicids17,XGBoost,general_idx,1,0.6,0.9058,0.04566,0.00208,0.97645,0.01242,0.00015,-47.35042,0.0,Significant difference
